Country,Code,ContinentCode,Year,Robberies per 100000 people,Thefts per 100000 people
Russia,RUS,EU,2010,115,774
Russia,RUS,EU,2011,89,725
Russia,RUS,EU,2012,77,693
Russia,RUS,EU,2013,64,644
Russia,RUS,EU,2014,54,634
Russia,RUS,EU,2015,51,710
Russia,RUS,EU,2016,8,512
Russia,RUS,EU,2017,6,
Rwanda,RWA,AF,2008,18,
Rwanda,RWA,AF,2009,21,
Rwanda,RWA,AF,2010,20,
Rwanda,RWA,AF,2011,17,
Rwanda,RWA,AF,2012,24,
Rwanda,RWA,AF,2013,25,
Saint Vincent and the Grenadines,VCT,NA,2004,57,1858
Saint Vincent and the Grenadines,VCT,NA,2005,67,1778
Saint Vincent and the Grenadines,VCT,NA,2006,73,1698
Saint Vincent and the Grenadines,VCT,NA,2007,51,1404
Saint Vincent and the Grenadines,VCT,NA,2008,43,1584
Saint Vincent and the Grenadines,VCT,NA,2009,62,1689
Saint Vincent and the Grenadines,VCT,NA,2010,107,1739
Saint Vincent and the Grenadines,VCT,NA,2011,156,2115
Saint Vincent and the Grenadines,VCT,NA,2012,146,1924
Saint Vincent and the Grenadines,VCT,NA,2013,136,
Saint Vincent and the Grenadines,VCT,NA,2016,72,
Sao Tome and Principe,STP,AF,2006,,1
Sao Tome and Principe,STP,AF,2009,,3
Sao Tome and Principe,STP,AF,2010,1,9
Sao Tome and Principe,STP,AF,2011,1,12
Saudi Arabia,SAU,AS,2017,9,
Senegal,SEN,AF,2005,24,
Senegal,SEN,AF,2006,23,
Senegal,SEN,AF,2007,13,
Senegal,SEN,AF,2008,22,
Senegal,SEN,AF,2009,21,
Senegal,SEN,AF,2010,19,19
Senegal,SEN,AF,2015,17,17
Senegal,SEN,AF,2016,1,1
Serbia,SRB,EU,2005,33,183
Serbia,SRB,EU,2006,41,181
Serbia,SRB,EU,2007,41,186
Serbia,SRB,EU,2008,45,173
Serbia,SRB,EU,2009,51,160
Serbia,SRB,EU,2010,40,176
Serbia,SRB,EU,2011,39,194
Serbia,SRB,EU,2012,42,199
Serbia,SRB,EU,2013,43,355
Serbia,SRB,EU,2014,36,301
Serbia,SRB,EU,2015,34,255
Serbia,SRB,EU,2016,27,254
Serbia,SRB,EU,2017,26,
Sierra Leone,SLE,AF,2007,3,187
Sierra Leone,SLE,AF,2008,3,190
Singapore,SGP,AS,2003,23,355
Singapore,SGP,AS,2004,19,382
Singapore,SGP,AS,2005,24,471
Singapore,SGP,AS,2006,21,413
Singapore,SGP,AS,2007,21,382
Singapore,SGP,AS,2008,19,379
Singapore,SGP,AS,2009,14,383
Singapore,SGP,AS,2010,10,360
Singapore,SGP,AS,2011,8,332
Singapore,SGP,AS,2012,6,330
Singapore,SGP,AS,2013,5,298
Singapore,SGP,AS,2014,4,288
Singapore,SGP,AS,2015,2,266
Singapore,SGP,AS,2016,2,243
Singapore,SGP,AS,2017,1,
Slovakia,SVK,EU,2003,36,538
Slovakia,SVK,EU,2004,40,702
Slovakia,SVK,EU,2005,36,351
Slovakia,SVK,EU,2006,30,607
Slovakia,SVK,EU,2007,27,601
Slovakia,SVK,EU,2008,25,549
Slovakia,SVK,EU,2009,25,514
Slovakia,SVK,EU,2010,22,453
Slovakia,SVK,EU,2011,16,416
Slovakia,SVK,EU,2012,18,385
Slovakia,SVK,EU,2013,15,382
Slovakia,SVK,EU,2014,13,342
Slovakia,SVK,EU,2015,10,444
Slovakia,SVK,EU,2016,10,292
Slovakia,SVK,EU,2017,9,
Slovenia,SVN,EU,2003,18,1291
Slovenia,SVN,EU,2004,20,1455
Slovenia,SVN,EU,2005,22,1477
Slovenia,SVN,EU,2006,26,1631
Slovenia,SVN,EU,2007,22,1455
Slovenia,SVN,EU,2008,19,1388
Slovenia,SVN,EU,2009,24,1370
Slovenia,SVN,EU,2010,23,1409
Slovenia,SVN,EU,2011,20,1490
Slovenia,SVN,EU,2012,19,1644
Slovenia,SVN,EU,2013,18,1692
Slovenia,SVN,EU,2014,14,1457
Slovenia,SVN,EU,2015,11,1103
Slovenia,SVN,EU,2016,11,1030
Slovenia,SVN,EU,2017,11,
Solomon Islands,SLB,OC,2004,26,175
Solomon Islands,SLB,OC,2005,5,219
Solomon Islands,SLB,OC,2006,6,174
Solomon Islands,SLB,OC,2007,13,177
Solomon Islands,SLB,OC,2008,10,174
South Africa,ZAF,AF,2017,332,
South Korea,KOR,AS,2003,16,398
South Korea,KOR,AS,2004,12,328
South Korea,KOR,AS,2005,11,397
South Korea,KOR,AS,2006,10,402
South Korea,KOR,AS,2007,9,441
South Korea,KOR,AS,2008,10,460
South Korea,KOR,AS,2009,13,525
South Korea,KOR,AS,2010,9,549
South Korea,KOR,AS,2011,8,570
South Korea,KOR,AS,2012,5,585
South Korea,KOR,AS,2013,4,579
South Korea,KOR,AS,2014,3,532
South Korea,KOR,AS,2016,2,400
South Korea,KOR,AS,2017,2,
Spain,ESP,EU,2007,,305
Spain,ESP,EU,2008,156,317
Spain,ESP,EU,2009,141,302
Spain,ESP,EU,2010,181,310
Spain,ESP,EU,2011,188,332
Spain,ESP,EU,2012,207,354
Spain,ESP,EU,2013,185,352
Spain,ESP,EU,2014,153,336
Spain,ESP,EU,2015,140,446
Spain,ESP,EU,2016,152,351
Spain,ESP,EU,2017,143,
Sri Lanka,LKA,AS,2003,34,122
Sri Lanka,LKA,AS,2004,41,136
Sri Lanka,LKA,AS,2008,34,66
Sri Lanka,LKA,AS,2009,30,59
Sri Lanka,LKA,AS,2010,32,63
Sri Lanka,LKA,AS,2011,31,58
Sri Lanka,LKA,AS,2012,32,57
Sri Lanka,LKA,AS,2013,23,56
Sri Lanka,LKA,AS,2016,17,30
Sudan,SDN,AF,2008,9,221
Suriname,SUR,SA,2003,,2998
Suriname,SUR,SA,2004,,2779
Swaziland,SWZ,AF,2003,250,1979
Swaziland,SWZ,AF,2004,310,1905
Sweden,SWE,EU,2003,96,4351
Sweden,SWE,EU,2004,96,4283
Sweden,SWE,EU,2005,104,4926
Sweden,SWE,EU,2006,95,4572
Sweden,SWE,EU,2007,95,4466
Sweden,SWE,EU,2008,97,4246
Sweden,SWE,EU,2009,103,4144
Sweden,SWE,EU,2010,98,3922
Sweden,SWE,EU,2011,103,4022
Sweden,SWE,EU,2012,97,3977
Sweden,SWE,EU,2013,87,3980
Sweden,SWE,EU,2014,86,3972
Sweden,SWE,EU,2015,87,3815
Sweden,SWE,EU,2016,87,3817
Sweden,SWE,EU,2017,86,
Switzerland,CHE,EU,2003,60,2099
Switzerland,CHE,EU,2004,40,2257
Switzerland,CHE,EU,2005,54,1922
Switzerland,CHE,EU,2006,55,1765
Switzerland,CHE,EU,2007,59,1598
Switzerland,CHE,EU,2008,55,1580
Switzerland,CHE,EU,2009,65,1616
Switzerland,CHE,EU,2010,56,1527
Switzerland,CHE,EU,2011,66,1841
Switzerland,CHE,EU,2012,76,2010
Switzerland,CHE,EU,2013,67,1811
Switzerland,CHE,EU,2014,49,1975
Switzerland,CHE,EU,2015,40,1760
Switzerland,CHE,EU,2016,22,1712
Switzerland,CHE,EU,2017,21,
Syria,SYR,AS,2003,3,71
Syria,SYR,AS,2004,3,65
Syria,SYR,AS,2005,4,
Syria,SYR,AS,2006,5,
Syria,SYR,AS,2007,4,25
Syria,SYR,AS,2008,4,32
Tajikistan,TJK,AS,2004,,50
Tajikistan,TJK,AS,2005,,52
Tajikistan,TJK,AS,2006,4,45
Tajikistan,TJK,AS,2007,4,53
Tajikistan,TJK,AS,2008,3,45
Tajikistan,TJK,AS,2009,3,47
Tajikistan,TJK,AS,2010,3,47
Tajikistan,TJK,AS,2011,4,47
Tanzania,TZA,AF,2014,,2
Thailand,THA,AS,2005,,92
Thailand,THA,AS,2006,,96
Thailand,THA,AS,2007,1,93
Thailand,THA,AS,2008,1,87
Thailand,THA,AS,2009,1,76
Thailand,THA,AS,2010,3,82
Thailand,THA,AS,2011,2,67
Thailand,THA,AS,2012,2,67
Thailand,THA,AS,2013,3,65
Thailand,THA,AS,2014,2,59
Thailand,THA,AS,2015,2,58
Thailand,THA,AS,2016,2,48
Trinidad and Tobago,TTO,NA,2004,301,150
Trinidad and Tobago,TTO,NA,2005,375,212
Trinidad and Tobago,TTO,NA,2006,432,235
Trinidad and Tobago,TTO,NA,2007,379,273
Trinidad and Tobago,TTO,NA,2008,383,335
Trinidad and Tobago,TTO,NA,2009,462,302
Trinidad and Tobago,TTO,NA,2010,386,308
Trinidad and Tobago,TTO,NA,2011,279,234
Trinidad and Tobago,TTO,NA,2012,331,268
Trinidad and Tobago,TTO,NA,2013,219,193
Trinidad and Tobago,TTO,NA,2014,197,175
Trinidad and Tobago,TTO,NA,2015,182,137
Turkey,TUR,EU,2003,25,101
Turkey,TUR,EU,2004,15,101
Turkey,TUR,EU,2005,21,153
Turkey,TUR,EU,2006,30,250
Turkey,TUR,EU,2007,18,215
Turkey,TUR,EU,2008,13,166
Turkey,TUR,EU,2009,12,203
Turkey,TUR,EU,2010,12,248
Turkey,TUR,EU,2011,13,248
Turkey,TUR,EU,2012,14,279
Turkey,TUR,EU,2016,34,214
Turkmenistan,TKM,AS,2003,5,
Turkmenistan,TKM,AS,2004,4,
Turkmenistan,TKM,AS,2005,3,35
Turkmenistan,TKM,AS,2006,3,30
Uganda,UGA,AF,2003,15,90
Uganda,UGA,AF,2004,18,132
Uganda,UGA,AF,2005,26,196
Uganda,UGA,AF,2006,28,240
Uganda,UGA,AF,2007,19,157
Uganda,UGA,AF,2008,14,106
Uganda,UGA,AF,2009,23,86
Uganda,UGA,AF,2010,18,71
Uganda,UGA,AF,2011,12,63
Uganda,UGA,AF,2012,12,58
Uganda,UGA,AF,2013,10,50
Uganda,UGA,AF,2014,10,45
Uganda,UGA,AF,2017,17,
Ukraine,UKR,EU,2003,77,558
Ukraine,UKR,EU,2004,87,496
Ukraine,UKR,EU,2005,101,399
Ukraine,UKR,EU,2006,90,284
Ukraine,UKR,EU,2007,70,248
Ukraine,UKR,EU,2008,80,241
Ukraine,UKR,EU,2009,60,384
Ukraine,UKR,EU,2010,51,558
Ukraine,UKR,EU,2017,47,
United Arab Emirates,ARE,AS,2003,11,298
United Arab Emirates,ARE,AS,2004,11,278
United Arab Emirates,ARE,AS,2005,10,
United Arab Emirates,ARE,AS,2006,11,
United Arab Emirates,ARE,AS,2012,1,167
United Arab Emirates,ARE,AS,2013,8,26
United Arab Emirates,ARE,AS,2014,8,72
United Arab Emirates,ARE,AS,2015,9,68
United Arab Emirates,ARE,AS,2016,11,52
United Arab Emirates,ARE,AS,2017,16,
United Kingdom,GBR,EU,2003,136,3022
United Kingdom,GBR,EU,2004,111,2668
United Kingdom,GBR,EU,2005,117,2529
United Kingdom,GBR,EU,2006,117,2358
United Kingdom,GBR,EU,2007,96,2162
United Kingdom,GBR,EU,2008,89,2175
United Kingdom,GBR,EU,2009,86,2046
United Kingdom,GBR,EU,2010,87,2004
United Kingdom,GBR,EU,2011,82,2014
United Kingdom,GBR,EU,2012,69,1831
United Kingdom,GBR,EU,2013,61,1835
United Kingdom,GBR,EU,2014,55,1744
United Kingdom,GBR,EU,2016,90,2283
United Kingdom,GBR,EU,2017,120,
Uruguay,URY,SA,2003,292,2905
Uruguay,URY,SA,2004,278,3180
Uruguay,URY,SA,2005,292,
Uruguay,URY,SA,2006,266,3062
Uruguay,URY,SA,2007,275,3163
Uruguay,URY,SA,2008,320,3152
Uruguay,URY,SA,2009,339,2810
Uruguay,URY,SA,2010,410,2823
Uruguay,URY,SA,2011,443,2882
Uruguay,URY,SA,2012,454,2851
Uruguay,URY,SA,2013,491,2860
Uruguay,URY,SA,2014,543,2974
Uruguay,URY,SA,2015,566,3044
Uruguay,URY,SA,2016,546,3205
Uruguay,URY,SA,2017,522,
USA,USA,NA,2003,142,2415
USA,USA,NA,2004,137,2363
USA,USA,NA,2005,141,2291
USA,USA,NA,2006,150,2217
USA,USA,NA,2007,148,2185
USA,USA,NA,2008,146,2163
USA,USA,NA,2009,133,2063
USA,USA,NA,2010,119,2002
USA,USA,NA,2011,114,1969
USA,USA,NA,2012,113,1960
USA,USA,NA,2013,109,1898
USA,USA,NA,2014,102,1818
USA,USA,NA,2015,,1773
USA,USA,NA,2016,103,1750
USA,USA,NA,2017,98,
Yemen,YEM,AS,2006,1,
Yemen,YEM,AS,2007,1,
Yemen,YEM,AS,2008,2,
Yemen,YEM,AS,2009,2,
Zimbabwe,ZWE,AF,2003,110,1383
Zimbabwe,ZWE,AF,2004,98,1271
Zimbabwe,ZWE,AF,2005,86,851
Zimbabwe,ZWE,AF,2006,89,895
Zimbabwe,ZWE,AF,2007,70,751
Zimbabwe,ZWE,AF,2008,65,678
